policy_id,policy_start_date,policy_end_date,renewal_count,avg_premium_paid,total_claim_amount,number_of_claims,engagement_touches,last_renewal_months_ago
POL102095,11/1/15,12/18/17,3,768.52,0,0,5,6
POL102096,1/5/17,7/28/20,2,911.39,2812.14,3,4,22
POL102097,5/27/21,3/3/24,4,565.6,1049.19,2,5,44
POL102098,5/17/20,4/23/23,5,836.86,1406.59,2,5,21
POL102099,11/19/20,6/21/23,4,675.97,2785.34,2,5,9
POL102100,7/2/20,6/4/25,4,611.31,388.19,1,4,17
POL102101,12/24/22,11/16/26,5,650.55,2290.71,3,6,1
POL102102,11/29/22,10/1/25,2,854.7,654.13,1,5,11
POL102103,8/19/17,7/23/22,5,580.21,641.93,1,3,44
POL102104,10/23/17,11/27/19,1,587.84,0,0,4,38
POL102105,11/2/20,6/1/25,2,290.14,1703.89,1,2,21
POL102106,7/3/21,4/6/24,3,577.94,6067.89,4,2,42
POL102107,11/3/22,11/17/23,3,639.65,2795.47,2,4,21
POL102108,1/13/19,8/10/23,3,485.66,1857.97,1,2,41
POL102109,11/6/21,2/7/23,2,448.82,0,0,7,21
POL102110,5/1/20,5/5/21,5,322.31,0,0,5,5
POL102111,4/30/22,5/16/26,3,512.3,4017.97,4,5,45
POL102112,3/23/18,6/13/19,2,813.18,1866.34,2,4,36
POL102113,10/26/16,8/23/19,3,377.72,1010.69,1,6,19
POL102114,1/12/15,8/30/18,6,718.35,0,0,3,5
POL102115,3/2/18,9/26/19,8,731.9,1662.47,3,2,8
POL102116,10/31/15,4/24/17,3,967.93,2331.26,2,2,28
POL102117,10/30/19,12/12/23,0,755.75,5633.07,3,4,36
POL102118,10/1/22,6/26/27,5,743.19,2899.04,3,4,4
POL102119,2/12/15,6/13/19,3,655.15,1494.8,4,2,12
POL102120,8/1/17,9/12/20,4,600.13,1500.48,1,7,26
POL102121,7/18/21,5/2/23,3,727.83,794.88,1,3,22
POL102122,9/11/18,1/20/22,2,787.31,716.66,1,5,36
POL102123,12/20/21,6/18/25,3,625.57,851.24,1,3,45
POL102124,8/8/21,12/19/23,1,793.78,0,0,3,33
POL102125,6/9/17,2/21/22,3,1032.48,1691.99,1,4,24
POL102126,10/10/21,10/31/23,0,610.63,0,0,8,36
POL102127,10/1/17,7/24/22,1,614.85,2544.64,3,2,22
POL102128,1/21/15,11/26/18,3,586.18,827.81,1,3,27
POL102129,2/11/16,4/7/18,1,620.06,1022.65,2,7,25
POL102130,4/20/22,10/30/24,0,783.47,0,0,2,11
POL102131,10/11/17,3/6/21,0,613.06,0,0,5,38
POL102132,12/2/15,5/23/19,4,628.38,345.86,1,3,2
POL102133,1/13/20,12/22/23,3,562.55,1426.02,1,4,8
POL102134,2/21/18,1/31/22,4,673.36,1060.16,1,3,46
POL102135,9/12/21,3/13/25,7,524.52,1953.35,1,4,14
POL102136,10/11/22,8/11/27,3,416.08,3384.83,2,4,7
POL102137,1/2/20,6/7/21,1,667.15,2956.18,5,0,27
POL102138,12/15/16,6/21/18,3,896.91,0,0,3,25
POL102139,2/20/15,4/23/19,3,556.51,2250.92,2,5,15
POL102140,11/20/15,10/3/20,2,443.82,617.98,1,3,33
POL102141,2/27/17,4/24/19,7,887.35,4463.57,3,4,19
POL102142,5/21/15,3/2/17,2,606.83,1230.56,1,6,0
POL102143,4/14/16,12/20/18,4,741.68,351.64,1,2,23
POL102144,2/25/17,11/30/21,3,490.66,2798.4,2,1,28
POL102145,12/31/19,3/29/22,2,601.47,2758.96,2,7,3
POL102146,9/19/18,8/11/20,0,810.08,1089.89,2,3,3
POL102147,3/31/20,5/11/24,7,619.62,893.28,1,4,37
POL102148,8/21/17,9/1/18,5,621.48,3888.08,3,5,2
POL102149,1/8/16,4/1/17,5,376.71,2143.72,4,3,39
POL102150,12/16/21,5/14/25,1,718.06,1749.63,1,2,1
POL102151,8/20/19,8/3/21,4,482.12,1386.91,4,6,28
POL102152,8/30/22,6/10/24,4,767.96,474.82,1,6,27
POL102153,3/25/18,12/25/21,2,630.36,0,0,5,11
POL102154,5/27/21,1/11/26,1,643.68,3593.35,3,3,43
POL102155,7/30/19,3/18/21,4,715.88,2708.39,2,3,14
POL102156,4/16/15,12/19/19,5,656.29,986.36,1,0,40
POL102157,12/14/18,5/23/20,5,857.77,4744.4,6,4,30
POL102158,6/10/22,7/29/24,2,834.01,1675.84,1,5,36
POL102159,8/9/19,4/10/22,6,417.41,416.09,1,9,31
POL102160,1/2/15,4/20/19,3,574.39,0,0,2,21
POL102161,3/21/22,10/19/24,4,725.48,366.5,1,3,2
POL102162,5/15/22,6/10/25,4,458.61,970.84,3,6,16
POL102163,11/7/20,11/28/23,2,364.79,900.75,1,6,28
POL102164,12/16/15,2/27/19,10,485.97,1262.4,2,4,11
POL102165,7/10/18,11/23/19,4,582.73,0,0,8,13
POL102166,11/28/17,4/17/22,3,200,0,0,5,7
POL102167,1/15/21,9/8/24,0,432.92,0,0,7,40
POL102168,6/17/21,4/19/23,2,333.22,0,0,5,1
POL102169,3/20/16,2/21/20,2,772,4342.76,3,6,33
POL102170,6/3/21,6/10/24,1,739.72,2564.87,3,5,23
POL102171,8/9/17,12/28/19,4,641.78,2458.29,2,2,47
POL102172,2/5/15,10/11/17,4,615,0,0,1,19
POL102173,1/12/18,6/25/21,2,681.72,1036.54,2,5,42
POL102174,1/15/19,12/4/21,3,450.25,5526.65,3,0,9
POL102175,12/4/19,5/13/22,6,787.93,1268.35,1,1,39
POL102176,1/20/20,12/5/22,2,613.95,3592.82,2,1,6
POL102177,11/9/18,6/19/21,2,737.64,8502.53,5,4,0
POL102178,4/10/18,8/10/19,4,731.46,1306.86,3,2,9
POL102179,10/31/18,10/20/23,5,680.12,2609.44,4,1,4
POL102180,9/5/19,12/9/22,2,646.94,0,0,3,39
POL102181,10/17/18,11/25/21,2,635.77,5136.98,3,8,20
POL102182,2/19/22,6/8/23,4,590.55,0,0,5,8
POL102183,12/28/20,7/1/25,3,672.44,1197.55,1,4,28
POL102184,7/24/18,5/29/23,4,630.93,0,0,2,30
POL102185,8/5/22,5/8/27,3,526.95,0,0,3,44
POL102186,5/28/18,4/11/23,2,691.46,3366.07,2,5,45
POL102187,6/4/16,3/9/20,5,642.08,5638.87,3,5,26
POL102188,12/12/19,2/23/22,0,781.47,639.11,1,1,5
POL102189,1/10/15,7/19/18,4,328.44,0,0,4,42
POL102190,9/10/17,10/8/18,3,605.43,1725.24,2,1,30
POL102191,8/22/21,6/11/25,1,491.26,351.85,1,7,40
POL102192,7/15/19,9/20/21,4,522.36,0,0,4,44
POL102193,7/19/19,6/15/23,4,683.96,2271.14,2,1,35
POL102194,6/22/22,9/14/23,3,384.59,0,0,1,1
POL102195,3/16/22,4/20/26,0,619.97,999.52,1,7,20
POL102196,1/8/21,10/19/22,3,604.57,887.36,1,1,33
POL102197,12/20/16,5/18/18,5,442.51,2033.22,3,4,21
POL102198,12/8/17,8/18/21,1,623.71,4829.72,3,9,12
POL102199,5/8/17,8/17/20,5,485.77,5929.72,4,3,18
POL102200,8/9/18,7/12/23,2,929.62,913.24,1,5,32
POL102201,5/23/19,3/12/22,2,780.29,0,0,3,37
POL102202,2/19/15,11/13/19,2,610.09,604.23,2,1,39
POL102203,6/4/22,6/29/23,3,535.24,408.04,1,5,2
POL102204,1/22/22,6/30/26,5,675.61,5438.14,4,4,37
POL102205,12/14/22,1/10/26,5,715.12,3524.5,3,7,18
POL102206,5/26/15,8/5/19,2,638.18,1039.17,1,3,6
POL102207,7/3/17,1/14/19,3,447.73,6827.02,4,4,14
POL102208,1/2/19,6/20/23,0,568.56,1156.63,1,8,37
POL102209,4/8/21,9/29/25,4,611.7,1907.28,2,3,24
POL102210,8/3/16,11/12/17,2,643.54,1722.41,3,5,21
POL102211,6/27/22,10/14/25,8,647,0,0,9,22
POL102212,5/4/19,3/13/22,5,709.62,3838.87,3,4,9
POL102213,4/27/16,4/24/19,4,801.26,914.36,2,7,35
POL102214,6/3/18,4/22/20,3,751.88,0,0,4,36
POL102215,11/3/16,9/29/18,3,688.55,2045.24,2,5,41
POL102216,9/22/16,7/20/19,1,411.34,0,0,5,41
POL102217,6/1/22,9/14/26,1,777.95,0,0,1,41
POL102218,10/23/16,7/24/18,3,722.82,1320.79,1,5,6
POL102219,10/23/22,9/19/26,4,561.63,1543.74,1,4,45
POL102220,10/2/21,4/22/23,2,604.46,396.2,1,4,24
POL102221,9/14/17,10/10/18,2,609.84,3757.3,3,6,39
POL102222,3/27/19,10/24/21,4,534.33,1584.08,1,3,40
POL102223,10/11/16,4/10/21,2,337.79,2288.99,2,3,23
POL102224,8/26/17,3/15/19,3,432.52,2618.07,2,7,4
POL102225,3/22/22,9/25/25,2,464.02,1828.21,1,3,20
POL102226,1/5/18,1/30/21,1,304.83,1910.31,3,4,39
POL102227,12/31/21,7/20/26,4,433.01,0,0,2,19
POL102228,3/16/16,10/29/17,3,771.18,2948.19,2,5,28
POL102229,7/9/17,8/7/18,2,672.89,5096.53,3,6,36
POL102230,2/8/17,3/20/20,4,454.35,0,0,2,19
POL102231,9/5/18,5/3/22,2,496.77,4172.39,3,5,17
POL102232,1/1/20,6/19/22,3,784.38,3432.93,2,3,3
POL102233,9/20/15,1/13/20,0,780.67,0,0,4,10
POL102234,4/27/19,4/6/22,4,610.48,0,0,6,21
POL102235,5/8/22,3/16/25,4,776.22,1595.47,1,0,42
POL102236,11/11/21,7/8/25,3,485.11,2419.65,4,3,13
POL102237,9/25/17,2/22/19,0,634.1,702.24,1,4,44
POL102238,11/30/16,10/14/18,0,378.85,970.91,1,6,27
POL102239,6/7/21,1/23/24,3,545.35,1669.53,2,4,3
POL102240,5/23/19,1/14/23,2,604.21,846.81,1,3,15
POL102241,5/26/18,9/13/20,3,347.24,1175.48,2,5,37
POL102242,1/30/18,4/3/22,2,688.97,799.58,1,3,22
POL102243,2/14/22,5/28/25,6,714.03,1333.71,4,4,12
POL102244,5/24/21,3/10/25,4,751.67,1103.95,1,1,19
POL102245,4/5/18,7/21/20,3,950.14,4819.81,3,5,4
POL102246,4/22/22,2/20/26,4,662.51,3531.64,2,3,18
POL102247,10/2/17,7/4/19,6,590.39,1694.73,1,2,20
POL102248,2/5/15,7/24/17,3,359.69,1007.98,1,4,41
POL102249,1/13/17,3/9/20,0,658.79,4625.18,3,4,4
POL102250,10/31/19,12/11/23,0,683.91,0,0,4,13
POL102251,12/19/15,9/25/19,7,396.6,394.46,1,1,35
POL102252,4/6/20,6/24/23,5,563.99,1449.15,1,2,5
POL102253,3/14/15,10/24/16,2,601.67,2805.91,2,8,4
POL102254,5/19/22,5/2/27,6,679.43,4988.31,3,2,23
POL102255,10/8/18,7/24/23,6,728.44,4042.14,3,9,28
POL102256,3/29/20,12/23/22,2,519.52,1700.15,3,2,28
POL102257,12/29/17,2/21/19,4,630.2,3500.75,2,1,1
POL102258,10/8/21,9/5/26,2,686.06,1366.33,1,1,5
POL102259,12/8/16,11/27/20,1,572.73,0,0,2,33
POL102260,12/10/19,11/26/23,5,536.78,3231.96,2,6,11
POL102261,2/21/22,3/30/25,7,706.89,3225.48,4,2,21
POL102262,11/15/22,2/1/27,0,573.34,426.74,1,5,3
POL102263,8/13/17,8/3/19,2,420.44,600.06,1,0,44
POL102264,1/8/22,1/25/25,0,805.96,915.73,2,4,5
POL102265,10/11/21,1/23/23,4,437.06,1427.6,2,4,2
POL102266,6/9/15,3/25/18,5,585.82,1081.2,1,6,12
POL102267,1/5/21,12/22/23,2,648.26,3683.16,2,4,22
POL102268,9/24/22,10/7/23,1,668.28,8912.16,5,3,34
POL102269,10/2/19,1/22/22,3,625.44,3043.24,2,3,25
POL102270,5/5/19,3/27/24,2,200,340.99,1,1,8
POL102271,3/8/15,10/30/18,3,494.62,0,0,5,22
POL102272,8/25/21,8/27/24,3,644.44,0,0,4,3
POL102273,2/27/15,7/24/16,5,583.64,0,0,1,33
POL102274,12/8/15,7/3/17,4,676.75,6647.4,4,1,36
POL102275,2/27/18,9/27/22,2,753.22,3709.55,2,9,7
POL102276,8/6/22,2/17/27,7,676,0,0,5,33
POL102277,4/10/18,2/23/22,3,490.65,1499.93,1,1,36
POL102278,9/18/22,8/10/26,3,519.22,551.95,1,3,5
POL102279,4/15/22,1/6/24,0,844.72,1474.39,1,1,6
POL102280,5/17/18,10/22/19,6,573.13,672.95,2,7,44
POL102281,7/29/21,4/15/26,3,585.69,1668.93,3,3,40
POL102282,2/3/19,2/21/23,0,676.48,1506.8,1,5,38
POL102283,12/27/19,11/19/24,6,785.58,1510.15,1,4,35
POL102284,4/26/15,3/5/17,3,464.81,2779.95,2,6,4
POL102285,10/23/16,5/4/18,6,525.58,2223.04,2,6,2
POL102286,1/5/19,11/28/23,1,359.41,2894.69,2,4,16
POL102287,11/5/21,5/9/26,5,555.54,3230.92,2,3,18
POL102288,2/12/20,1/17/22,4,685.14,5829.06,3,3,44
POL102289,5/23/21,7/21/23,4,545.36,1810.69,1,5,0
POL102290,10/13/17,3/18/19,4,863.97,1650.71,1,3,36
POL102291,11/7/15,2/11/17,1,617.43,1481.09,1,3,8
POL102292,7/27/15,4/9/19,1,584.66,2552.13,2,3,3
POL102293,4/19/22,2/2/24,9,547.18,1010.07,2,0,41
POL102294,10/29/21,3/21/23,6,396.02,581.45,1,2,45
POL102295,6/10/22,10/11/24,4,586.45,1694.48,1,7,9
POL102296,9/24/16,7/21/21,2,653.76,3331.26,2,4,31
POL102297,10/3/20,7/6/22,3,582.29,1344.58,1,1,0
POL102298,10/18/16,11/13/20,4,634.67,1046.03,1,2,22
POL102299,11/24/18,7/2/21,4,499.4,688.51,2,4,16
POL102300,4/15/20,12/11/23,2,413.29,1712.4,2,5,29
POL102301,1/6/22,2/5/26,1,584.07,2030.17,2,1,26
POL102302,8/7/19,4/29/21,4,633.09,3377.66,3,5,14
POL102303,8/25/15,5/7/18,1,574.7,9399.26,5,4,37
POL102304,12/14/15,4/17/20,4,630.53,0,0,4,6
POL102305,4/28/22,5/1/23,5,716.5,1182.07,1,7,32
POL102306,9/21/16,1/27/20,2,715.93,925.47,1,1,4
POL102307,3/21/19,6/20/20,4,728.61,1983.17,1,6,38
POL102308,6/26/20,6/3/25,2,750.8,5295.51,3,3,33
POL102309,6/25/18,8/14/19,3,674.56,3137.81,3,3,2
POL102310,12/30/15,12/10/18,4,653.45,3998.97,2,2,31
POL102311,6/26/21,1/10/23,4,891.44,1173.91,1,9,1
POL102312,10/13/15,2/7/20,3,717.54,0,0,7,15
POL102313,5/29/15,5/23/19,5,473.22,2489.97,2,6,16
POL102314,1/12/18,9/2/22,3,320.54,2053.65,3,4,11
POL102315,9/19/21,10/12/23,2,563.83,0,0,3,4
POL102316,3/31/16,5/19/20,1,693.71,0,0,2,3
POL102317,11/2/19,9/6/22,4,743.84,3273.08,2,7,15
POL102318,3/10/17,12/14/18,2,412.43,1528.76,2,4,17
POL102319,3/30/18,11/18/22,4,709.41,804.66,1,5,44
POL102320,10/9/17,7/20/20,5,770.2,417.79,1,4,19
POL102321,10/2/22,9/3/26,0,691.31,2357.93,3,3,8
POL102322,11/12/21,3/16/26,2,662.36,457.46,1,8,15
POL102323,3/4/19,11/10/22,2,580.08,3447.19,3,3,34
POL102324,8/17/22,9/18/25,2,531,4512.57,3,3,28
POL102325,12/31/21,1/27/23,1,717.83,3154.02,2,6,29
POL102326,4/25/16,5/16/19,2,687.5,802.4,2,5,19
POL102327,8/14/19,4/4/22,2,550.93,1755.85,2,5,41
POL102328,12/1/20,7/5/25,7,981.32,0,0,5,21
POL102329,8/28/22,11/12/25,2,373.53,954.62,2,2,22
POL102330,5/21/19,7/2/20,3,565.18,3664.8,4,5,35
POL102331,8/5/21,6/24/26,1,484.29,0,0,3,21
POL102332,12/7/15,3/7/18,4,657.63,1378.65,1,5,0
POL102333,9/18/22,9/25/26,2,307.66,3603.23,2,7,20
POL102334,7/3/20,12/30/24,3,790.39,3219.69,3,3,47
POL102335,9/9/22,12/28/24,5,750.82,1569.33,1,4,42
POL102336,11/1/21,3/20/24,3,640.1,0,0,7,18
POL102337,2/10/20,11/25/22,3,553.45,3642.89,2,4,7
POL102338,4/14/17,2/27/20,3,707.45,1118.82,2,5,4
POL102339,4/18/18,9/6/22,4,649.31,1253.14,2,2,39
POL102340,9/22/19,1/28/21,6,742.8,480.99,1,2,28
POL102341,8/17/19,11/11/20,5,581.63,826.46,1,1,17
POL102342,11/7/15,10/3/20,1,572.78,1239.1,1,8,28
POL102343,9/19/15,1/29/17,4,761.66,1979.59,1,4,14
POL102344,12/13/18,3/20/22,1,695.05,1648.73,1,5,44
POL102345,2/10/16,1/23/20,3,573.9,946.74,1,3,30
POL102346,12/30/20,2/25/25,4,655.18,1278.94,1,6,14
POL102347,12/8/15,2/20/18,4,627.72,1359.62,1,4,44
POL102348,9/1/18,3/25/21,5,670.08,3397.27,2,1,2
POL102349,9/1/15,1/14/17,3,790.42,0,0,4,43
POL102350,5/4/16,10/3/20,1,547.52,5071.18,4,3,43
POL102351,1/12/15,11/1/17,1,503.32,4312.83,3,3,41
POL102352,7/14/16,7/23/19,4,641.07,3136.12,2,7,32
POL102353,2/11/15,9/6/17,5,519.52,0,0,3,23
POL102354,6/18/22,10/16/23,2,463.36,1281.55,2,3,37
POL102355,8/16/16,4/22/18,4,749.03,1470.59,1,5,23
POL102356,12/23/18,3/27/23,6,556.92,0,0,8,12
POL102357,1/1/20,7/17/21,3,319.79,1991.49,2,5,26
POL102358,8/21/19,3/3/22,3,727.11,0,0,0,32
POL102359,5/14/15,9/21/18,3,534.28,667.32,1,8,18
POL102360,8/5/17,10/5/21,2,686.67,2016.78,2,7,24
POL102361,3/14/15,10/12/19,4,762.52,943.49,1,4,5
POL102362,2/3/16,9/15/18,2,628.45,5644.51,3,4,32
POL102363,11/29/18,4/11/23,1,294.68,785.14,1,2,24
POL102364,3/10/22,7/8/23,2,305.45,2200.69,2,7,22
POL102365,12/16/22,8/4/25,2,499.14,0,0,2,16
POL102366,5/10/15,8/25/18,4,591.47,1186.15,1,6,20
POL102367,12/17/19,7/27/23,4,780.02,1757.59,1,3,42
POL102368,6/24/20,8/31/23,3,643.7,816.87,1,3,19
POL102369,9/23/15,6/29/19,4,992.59,1678.35,1,6,11
POL102370,4/10/19,4/8/23,4,376.29,1849.23,1,4,12
POL102371,6/8/20,7/6/24,1,618.19,848.06,2,1,17
POL102372,3/3/17,1/5/20,5,533.18,1585.92,1,6,21
POL102373,4/19/21,9/27/23,4,635.2,1468.17,2,5,23
POL102374,11/9/22,3/6/27,1,862.75,2392.23,4,9,32
POL102375,8/5/18,9/16/20,5,872.24,1321.91,1,6,2
POL102376,6/13/15,9/7/19,4,608.17,2999.05,2,3,16
POL102377,4/5/15,2/8/20,1,729.23,1942.19,2,1,38
POL102378,12/11/19,8/21/24,2,632.33,0,0,4,31
POL102379,11/20/22,11/26/26,4,438.71,1844.8,1,3,16
POL102380,2/7/18,3/6/21,2,602.15,0,0,7,47
POL102381,7/11/21,10/15/25,6,524.23,761.83,1,4,43
POL102382,4/1/17,7/21/20,4,590.58,2289.34,2,3,24
POL102383,8/26/15,11/16/17,6,472.19,694.5,2,3,7
POL102384,8/25/21,7/25/25,4,623.27,0,0,3,42
POL102385,12/5/21,12/15/23,4,645.85,2376.62,2,11,34
POL102386,5/14/20,3/12/22,2,705.64,0,0,6,28
POL102387,11/14/17,5/2/22,1,646.48,653.91,1,5,11
POL102388,8/4/19,8/5/22,3,845.19,1620.47,1,2,35
POL102389,12/4/21,4/20/24,2,928.83,0,0,3,8
POL102390,8/21/17,3/27/22,4,539.32,2573.39,2,9,25
POL102391,6/20/16,6/3/18,5,745.51,1523.18,2,5,21
POL102392,5/23/19,11/30/22,0,917.19,1022.79,1,6,30
POL102393,6/2/20,9/4/23,5,749.42,0,0,6,47
POL102394,5/8/15,5/9/18,3,707.6,2752.23,2,5,43
POL102395,4/2/15,11/25/18,3,326.72,0,0,2,29
POL102396,6/26/16,7/24/19,5,516.29,327.4,1,3,14
POL102397,4/25/17,12/2/19,0,538.18,0,0,1,46
POL102398,8/9/19,11/29/23,3,808.08,0,0,3,32
POL102399,1/26/20,10/31/22,1,490.41,1222.97,2,3,2
POL102400,10/30/21,10/11/25,2,587.19,1294.57,1,5,33
POL102401,1/25/16,12/12/20,3,726.04,3975.7,4,3,16
POL102402,6/12/22,8/23/26,1,483.65,1412.51,1,5,43
POL102403,2/28/20,4/9/22,1,641.86,3838.14,2,4,4
POL102404,2/12/15,10/10/16,4,622.32,1198.85,1,3,29
POL102405,9/11/15,11/30/18,5,731.57,1638.54,1,0,42
POL102406,12/19/17,10/16/20,5,698.83,1580.17,1,2,14
POL102407,6/3/22,9/1/25,2,694.09,0,0,5,38
POL102408,11/19/21,5/22/25,2,630.12,663.83,1,3,7
POL102409,5/23/21,8/29/23,3,348.61,0,0,4,41
POL102410,3/21/19,3/26/22,5,620.95,1839.38,1,4,37
POL102411,5/7/20,1/27/22,6,608.3,0,0,2,27
POL102412,9/26/22,1/23/25,3,714.98,1666.98,2,4,20
POL102413,7/20/21,2/20/24,1,536.56,0,0,4,46
POL102414,10/3/16,4/25/18,2,606.27,2733.95,2,0,9
POL102415,8/26/21,7/19/24,2,611,0,0,1,27
POL102416,11/20/16,7/28/20,2,493.12,1646.11,1,3,20
POL102417,6/30/18,10/3/21,2,427.01,2452.82,3,3,27
POL102418,5/4/20,9/9/24,2,657.38,1199.79,2,0,21
POL102419,12/15/17,1/17/19,3,751.16,2449.5,2,2,37
POL102420,1/26/19,10/22/23,4,506.26,2525.12,2,5,18
POL102421,4/1/16,4/19/18,3,567.33,3407.54,2,2,37
POL102422,9/9/17,1/3/19,2,724.43,2153.89,2,1,45
POL102423,10/31/20,1/11/22,2,739.01,3369.59,2,3,23
POL102424,1/27/18,3/19/22,5,634.71,829.25,1,3,27
POL102425,5/29/15,1/13/19,3,662.13,3834.38,3,5,44
POL102426,9/14/18,11/10/22,2,679.81,1963.21,3,5,12
POL102427,3/25/18,2/26/22,1,706.66,1910.52,2,5,8
POL102428,7/9/15,8/14/19,5,439.29,3515.63,2,2,8
POL102429,6/1/17,10/19/18,2,887.58,667.18,1,4,20
POL102430,4/29/21,9/1/24,2,641.1,1677.41,1,9,23
POL102431,2/4/16,4/12/20,5,709.47,780.88,1,2,30
POL102432,9/12/22,8/15/25,2,485.73,1075.9,3,2,28
POL102433,8/31/16,4/23/21,3,572.11,973.78,2,3,39
POL102434,12/1/19,7/27/24,0,656.55,0,0,2,9
POL102435,6/27/19,1/22/22,0,329.34,1491.04,2,4,3
POL102436,4/25/19,10/25/21,1,464.83,0,0,8,2
POL102437,10/3/22,4/2/25,4,491.21,0,0,4,12
POL102438,11/18/20,5/26/22,6,408.2,886.7,1,2,20
POL102439,10/14/18,6/16/22,3,615.91,0,0,2,7
POL102440,11/4/18,2/20/22,1,588.89,1972.81,2,3,8
POL102441,3/30/17,2/24/21,0,813.56,1910.49,1,6,45
POL102442,3/30/17,3/29/21,0,431.9,4219.57,5,4,0
POL102443,2/24/16,10/1/18,0,635.21,611.65,1,3,13
POL102444,5/4/15,3/18/18,1,467.99,3686.03,4,2,11
POL102445,2/26/16,8/10/19,3,342.43,1438.18,1,1,35
POL102446,2/17/19,8/10/21,5,688.17,4456.55,3,1,21
POL102447,5/17/19,8/27/20,7,700.59,5612.69,3,4,35
POL102448,2/6/17,3/7/18,0,682.82,3597.97,2,3,44
POL102449,8/6/20,8/21/21,4,402.53,1580.29,2,7,15
POL102450,12/5/21,7/21/25,2,612.54,3221.33,3,8,10
POL102451,1/10/22,12/3/24,2,689.6,3140.71,2,3,2
POL102452,1/11/21,9/19/24,4,742.82,5574.34,3,5,33
POL102453,11/9/20,8/14/22,0,694.24,0,0,5,24
POL102454,3/30/19,10/15/22,3,744.77,2111.1,2,1,25
POL102455,11/7/21,10/21/24,1,760.11,5487.34,3,3,2
POL102456,10/31/19,8/24/23,3,615.73,0,0,4,19
POL102457,8/6/20,11/1/21,6,674.78,1116.87,1,4,30
POL102458,3/30/22,12/3/26,3,749.95,5512.97,3,1,0
POL102459,5/24/16,5/1/20,5,658.52,1663.81,1,3,25
POL102460,4/21/18,2/22/23,2,779.85,1427.67,2,5,24
POL102461,1/21/16,10/26/19,1,731.17,3408.61,4,2,10
POL102462,5/17/19,4/15/22,4,505.13,1800.06,2,3,15
POL102463,9/18/21,5/23/23,7,404.1,3703.31,2,4,19
POL102464,4/12/21,12/3/24,2,602.9,0,0,3,41
POL102465,1/11/17,12/9/20,4,422.83,0,0,4,37
POL102466,6/1/22,3/29/26,4,612.47,1123.35,1,6,1
POL102467,5/21/22,8/10/26,0,598.89,0,0,3,28
POL102468,3/26/20,5/18/24,5,795.14,4457.19,3,5,6
POL102469,12/17/18,7/2/23,7,675.76,2885.74,3,5,39
POL102470,6/19/17,1/5/22,1,746.69,1376.08,1,2,44
POL102471,10/13/20,2/11/23,2,526.56,1331.38,1,3,24
POL102472,3/10/21,1/10/25,3,829.45,2234.83,2,4,3
POL102473,7/2/20,11/30/22,1,734.05,5716.38,3,5,42
POL102474,8/30/15,9/30/18,2,664.12,1357.4,4,3,33
POL102475,12/15/21,4/12/26,2,329.02,1510.63,1,4,24
POL102476,7/13/21,2/12/25,1,776.81,996.73,1,5,7
POL102477,7/13/20,9/17/22,7,866,4540.33,3,8,31
POL102478,6/22/15,4/6/19,0,601.69,2895.75,2,2,17
POL102479,11/2/16,5/24/18,8,604.76,0,0,1,39
POL102480,6/13/15,4/18/18,3,522.5,785.08,1,3,10
POL102481,4/9/16,2/22/19,3,355.24,621.46,1,5,36
POL102482,5/11/16,7/27/17,0,515.69,1167.75,2,5,38
POL102483,11/30/16,10/24/21,3,848.91,0,0,2,35
POL102484,9/8/21,7/30/26,1,761.85,707.24,1,5,9
POL102485,12/3/16,9/17/20,3,484.09,0,0,7,5
POL102486,4/24/20,2/3/24,1,513.24,1439.76,2,5,44
POL102487,6/13/21,3/30/23,1,920.26,1286.4,1,3,15
POL102488,11/27/19,8/29/24,5,446.98,1524.98,1,7,24
POL102489,7/2/15,10/10/17,4,492.69,862.83,1,2,33
POL102490,9/20/16,4/12/19,9,535.56,1325.14,1,3,30
POL102491,1/1/22,1/30/25,2,396.3,3404.51,2,2,46
POL102492,9/28/19,1/13/21,2,519.37,920.36,2,3,7
POL102493,6/29/16,9/23/18,2,521.65,7540.7,5,5,16
POL102494,5/7/19,1/28/23,2,464.66,849.35,1,2,13
POL102495,9/15/16,4/29/20,4,799.2,0,0,2,29
POL102496,8/16/16,3/22/20,1,424.98,2455.22,2,2,17
POL102497,1/13/17,7/23/20,2,578.71,1369.29,2,5,45
POL102498,11/4/19,8/30/23,2,468.45,1696.32,1,5,35
POL102499,12/30/18,5/31/20,3,568.5,745.85,2,2,20
POL102500,5/2/20,9/5/21,1,461.48,0,0,7,30
POL102501,2/14/22,11/2/23,1,611.38,2371.39,2,7,32
POL102502,8/30/20,1/27/24,5,648.22,0,0,3,22
POL102503,2/14/22,5/13/25,4,810.33,4622.42,3,6,37
POL102504,9/10/21,6/24/25,7,511.71,0,0,4,4
POL102505,4/26/22,11/27/25,1,842.67,1730.99,1,4,14
POL102506,4/15/15,9/29/19,2,478.95,1920.34,1,9,29
POL102507,2/17/21,1/18/23,5,564.3,3445.1,3,7,15
POL102508,1/17/15,9/25/19,4,864.71,1592.9,1,5,39
POL102509,1/28/16,5/20/19,5,1035.44,3576.73,3,3,28
POL102510,2/29/16,2/1/18,4,852.89,1254.28,3,6,27
POL102511,12/16/20,5/18/22,3,566.46,854.39,1,4,5
POL102512,7/25/16,12/3/17,4,677.23,897.45,2,1,4
POL102513,9/7/20,10/16/24,6,702.4,0,0,3,37
